http://www.econ.yale.edu/~shiller/data.htm (data from my spreadsheet, not Shiller's -- don't forget to bold values in DCA -- or to update END_DATE)
Date,P,D,E,CPI,Date Fraction,Real Price,Real Dividend,Real Total Return Price
1960.1,53.73,1.95,3.27,29.80,1960.79,471.63,17.12,51993.23
1960.11,55.47,1.95,3.27,29.80,1960.87,486.91,17.12,53834.24
1960.12,56.80,1.95,3.27,29.80,1960.96,498.58,17.12,55282.73
1961.01,59.72,1.95,3.21,29.80,1961.04,524.21,17.09,58282.61
1961.02,62.17,1.94,3.15,29.80,1961.12,545.72,17.06,60831.69
1961.03,64.12,1.94,3.09,29.80,1961.21,562.84,17.03,62897.90
1961.04,65.83,1.94,3.07,29.80,1961.29,577.85,17.03,64733.90
1961.05,66.50,1.94,3.05,29.80,1961.37,583.73,17.03,65551.71
1961.06,65.62,1.94,3.03,29.80,1961.46,576.00,17.03,64843.62
1961.07,65.44,1.95,3.04,30.00,1961.54,570.59,16.97,64393.88
1961.08,67.79,1.95,3.04,29.90,1961.62,593.06,17.09,67090.13
1961.09,67.26,1.96,3.05,30.00,1961.71,586.46,17.09,66504.82
1961.1,68.00,1.98,3.10,30.00,1961.79,592.91,17.26,67399.66
1961.11,71.08,2.00,3.14,30.00,1961.87,619.77,17.44,70617.66
1961.12,71.74,2.02,3.19,30.00,1961.96,625.52,17.61,71440.61
1962.01,69.07,2.03,3.25,30.00,1962.04,602.24,17.67,68949.94
1962.02,70.22,2.03,3.31,30.10,1962.12,610.24,17.67,70033.64
1962.03,70.29,2.04,3.37,30.10,1962.21,610.85,17.73,70273.00
1962.04,68.05,2.05,3.40,30.20,1962.29,589.42,17.73,67978.22
1962.05,62.99,2.05,3.44,30.20,1962.37,545.59,17.79,63094.49
1962.06,55.63,2.06,3.47,30.20,1962.46,481.84,17.84,55894.23
1962.07,56.97,2.07,3.49,30.30,1962.54,491.82,17.84,57224.15
1962.08,58.52,2.07,3.51,30.30,1962.62,505.20,17.90,58954.61
1962.09,58.00,2.08,3.53,30.40,1962.71,499.07,17.90,58412.59
1962.1,56.17,2.10,3.58,30.40,1962.79,483.32,18.04,56745.54
1962.11,60.04,2.11,3.62,30.40,1962.87,516.62,18.18,60833.11
1962.12,62.64,2.13,3.67,30.40,1962.96,538.99,18.33,63647.30
1963.01,65.06,2.14,3.68,30.40,1963.04,559.82,18.39,66287.13
1963.02,65.92,2.14,3.70,30.40,1963.12,567.22,18.44,67345.33
1963.03,65.67,2.15,3.71,30.50,1963.21,563.21,18.44,67052.40
1963.04,68.76,2.17,3.75,30.50,1963.29,589.71,18.58,70391.80
1963.05,70.14,2.18,3.80,30.50,1963.37,601.55,18.73,71990.82
1963.06,70.11,2.20,3.84,30.60,1963.46,599.33,18.81,71912.42
1963.07,69.07,2.20,3.88,30.70,1963.54,588.51,18.77,70802.63
1963.08,70.98,2.21,3.92,30.70,1963.62,604.79,18.80,72949.04
1963.09,72.85,2.21,3.96,30.70,1963.71,620.72,18.83,75060.20
1963.1,73.03,2.23,3.98,30.80,1963.79,620.23,18.97,75192.49
1963.11,72.62,2.26,4.00,30.80,1963.87,616.75,19.17,74963.97
1963.12,74.17,2.28,4.02,30.90,1963.96,627.88,19.30,76511.72
1964.01,76.45,2.30,4.07,30.90,1964.04,647.18,19.44,79061.14
1964.02,77.39,2.31,4.13,30.90,1964.12,655.14,19.58,80232.60
1964.03,78.80,2.33,4.18,30.90,1964.21,667.07,19.72,81895.69
1964.04,79.94,2.35,4.23,30.90,1964.29,676.72,19.87,83283.72
1964.05,80.72,2.36,4.28,30.90,1964.37,683.32,20.01,84301.52
1964.06,80.24,2.38,4.33,31.00,1964.46,677.07,20.08,83736.37
1964.07,83.22,2.40,4.38,31.10,1964.54,699.96,20.19,86775.01
1964.08,82.00,2.42,4.42,31.00,1964.62,691.92,20.42,85989.67
1964.09,83.41,2.44,4.47,31.10,1964.71,701.56,20.52,87399.57
1964.1,84.85,2.46,4.50,31.10,1964.79,713.67,20.69,89123.25
1964.11,85.44,2.48,4.52,31.20,1964.87,716.33,20.79,89671.70
1964.12,83.96,2.50,4.55,31.20,1964.96,703.92,20.96,88337.05
1965.01,86.12,2.52,4.59,31.20,1965.04,722.03,21.10,90830.32
1965.02,86.75,2.53,4.64,31.20,1965.12,727.31,21.24,91717.43
1965.03,86.83,2.55,4.68,31.30,1965.21,725.65,21.31,91732.67
1965.04,87.97,2.57,4.73,31.40,1965.29,732.84,21.41,92866.59
1965.05,89.28,2.59,4.79,31.40,1965.37,743.75,21.58,94477.36
1965.06,85.04,2.61,4.84,31.60,1965.46,703.95,21.61,89649.68
1965.07,84.91,2.63,4.89,31.60,1965.54,702.87,21.74,89743.38
1965.08,86.49,2.64,4.93,31.60,1965.62,715.95,21.88,91646.14
1965.09,89.38,2.66,4.98,31.60,1965.71,739.87,22.02,94943.31
1965.1,91.39,2.68,5.05,31.70,1965.79,754.13,22.11,97008.66
1965.11,92.15,2.70,5.12,31.70,1965.87,760.40,22.28,98054.22
1965.12,91.73,2.72,5.19,31.80,1965.96,754.55,22.37,97540.80
1966.01,93.32,2.74,5.24,31.80,1966.04,767.63,22.54,99474.32
1966.02,92.69,2.76,5.29,32.00,1966.12,757.68,22.56,98428.89
1966.03,88.88,2.78,5.34,32.10,1966.21,724.28,22.65,94334.21
1966.04,91.60,2.80,5.38,32.30,1966.29,741.82,22.65,96864.96
1966.05,86.78,2.81,5.42,32.30,1966.37,702.78,22.78,92015.84
1966.06,86.06,2.83,5.46,32.40,1966.46,694.80,22.85,91220.05
1966.07,85.84,2.85,5.48,32.50,1966.54,690.89,22.94,90957.86
1966.08,80.65,2.87,5.49,32.70,1966.62,645.15,22.96,85187.62
1966.09,77.81,2.89,5.51,32.70,1966.71,622.43,23.12,82442.22
1966.1,77.13,2.88,5.52,32.90,1966.79,613.24,22.92,81477.98
1966.11,80.99,2.88,5.54,32.90,1966.87,643.93,22.87,85808.82
1966.12,81.33,2.87,5.55,32.90,1966.96,646.64,22.82,86422.44
1967.01,84.45,2.88,5.52,32.90,1967.04,671.44,22.90,89992.83
1967.02,87.36,2.89,5.48,32.90,1967.12,694.58,22.98,93350.46
1967.03,89.42,2.90,5.45,33.00,1967.21,708.80,22.99,95519.63
1967.04,90.96,2.90,5.41,33.10,1967.29,718.83,22.92,97128.50
1967.05,92.59,2.90,5.37,33.20,1967.37,729.51,22.85,98828.52
1967.06,91.43,2.90,5.33,33.30,1967.46,718.21,22.78,97554.47
1967.07,93.01,2.91,5.32,33.40,1967.54,728.43,22.76,99200.85
1967.08,94.49,2.91,5.31,33.50,1967.62,737.81,22.75,100736.69
1967.09,95.81,2.92,5.30,33.60,1967.71,745.89,22.73,102098.61
1967.1,95.66,2.92,5.31,33.70,1967.79,742.51,22.67,101894.81
1967.11,92.66,2.92,5.32,33.80,1967.87,717.10,22.60,98665.69
1967.12,95.30,2.92,5.33,33.90,1967.96,735.36,22.53,101435.80
1968.01,95.04,2.93,5.37,34.10,1968.04,729.05,22.48,100824.12
1968.02,90.75,2.94,5.40,34.20,1968.12,694.10,22.49,96250.68
1968.03,89.09,2.95,5.44,34.30,1968.21,679.42,22.50,94474.55
1968.04,95.67,2.96,5.48,34.40,1968.29,727.48,22.53,101418.43
1968.05,97.87,2.98,5.53,34.50,1968.37,742.05,22.57,103712.10
1968.06,100.50,2.99,5.57,34.70,1968.46,757.60,22.54,106147.78
1968.07,100.30,3.00,5.60,34.90,1968.54,751.76,22.51,105592.28
1968.08,98.11,3.02,5.63,35.00,1968.62,733.25,22.55,103255.52
1968.09,101.30,3.03,5.66,35.10,1968.71,754.93,22.58,106574.07
1968.1,103.80,3.04,5.69,35.30,1968.79,769.18,22.55,108850.81
1968.11,105.40,3.06,5.73,35.40,1968.87,778.83,22.59,110482.80
1968.12,106.50,3.07,5.76,35.50,1968.96,784.74,22.62,111588.79
1969.01,102.00,3.08,5.78,35.60,1969.04,749.47,22.63,106841.74
1969.02,101.50,3.09,5.80,35.80,1969.12,741.63,22.58,105992.27
1969.03,99.30,3.10,5.82,36.10,1969.21,719.53,22.46,103100.69
1969.04,101.30,3.11,5.83,36.30,1969.29,729.97,22.41,104865.36
1969.05,104.60,3.12,5.83,36.40,1969.37,751.68,22.42,108252.44
1969.06,99.14,3.13,5.84,36.60,1969.46,708.55,22.37,102309.59
1969.07,94.71,3.14,5.86,36.80,1969.54,673.21,22.30,97475.05
1969.08,94.18,3.14,5.87,37.00,1969.62,665.83,22.22,96673.77
1969.09,94.51,3.15,5.89,37.10,1969.71,666.36,22.21,97019.74
1969.1,95.52,3.15,5.85,37.30,1969.79,669.87,22.11,97799.10
1969.11,96.21,3.16,5.82,37.50,1969.87,671.11,22.02,98248.10
1969.12,91.11,3.16,5.78,37.70,1969.96,632.16,21.93,92813.96
1970.01,90.31,3.16,5.73,37.80,1970.04,624.95,21.89,92023.45
1970.02,87.16,3.17,5.68,38.00,1970.12,599.98,21.80,88613.72
1970.03,88.65,3.17,5.63,38.20,1970.21,607.04,21.71,89923.86
1970.04,85.95,3.17,5.59,38.50,1970.29,583.97,21.56,86771.86
1970.05,76.06,3.18,5.56,38.60,1970.37,515.43,21.53,76854.92
1970.06,75.59,3.18,5.52,38.80,1970.46,509.61,21.44,76252.68
1970.07,75.72,3.18,5.47,39.00,1970.54,507.87,21.35,76258.34
1970.08,77.92,3.19,5.41,39.00,1970.62,522.62,21.37,78741.43
1970.09,82.58,3.19,5.36,39.20,1970.71,551.05,21.29,83292.05
1970.1,84.37,3.17,5.28,39.40,1970.79,560.14,21.07,84930.89
1970.11,84.28,3.16,5.21,39.60,1970.87,556.72,20.85,84675.27
1970.12,90.05,3.14,5.13,39.80,1970.96,591.84,20.64,90279.27
1971.01,93.49,3.13,5.16,39.80,1971.04,614.45,20.57,93989.52
1971.02,97.11,3.12,5.19,39.90,1971.12,636.64,20.45,97644.92
1971.03,99.60,3.11,5.22,40.00,1971.21,651.33,20.34,100158.20
1971.04,103.00,3.11,5.25,40.10,1971.29,671.89,20.27,103578.65
1971.05,101.60,3.10,5.29,40.30,1971.37,659.47,20.14,101922.51
1971.06,99.72,3.10,5.32,40.60,1971.46,642.48,19.97,99554.59
1971.07,99.00,3.10,5.36,40.70,1971.54,636.28,19.90,98849.94
1971.08,97.24,3.09,5.39,40.80,1971.62,623.43,19.83,97111.39
1971.09,99.40,3.09,5.43,40.80,1971.71,637.28,19.81,99525.70
1971.1,97.29,3.08,5.52,40.90,1971.79,622.23,19.72,97431.50
1971.11,92.78,3.08,5.61,40.90,1971.87,593.38,19.68,93171.70
1971.12,99.17,3.07,5.70,41.10,1971.96,631.17,19.54,99359.72
1972.01,103.30,3.07,5.74,41.10,1972.04,657.45,19.54,103753.95
1972.02,105.20,3.07,5.77,41.30,1972.12,666.30,19.44,105406.33
1972.03,107.70,3.07,5.81,41.40,1972.21,680.49,19.40,107906.29
1972.04,108.80,3.07,5.86,41.50,1972.29,685.78,19.35,109001.43
1972.05,107.70,3.07,5.92,41.60,1972.37,677.22,19.30,107895.71
1972.06,108.00,3.07,5.97,41.70,1972.46,677.47,19.26,108192.48
1972.07,107.20,3.07,6.03,41.90,1972.54,669.25,19.19,107133.79
1972.08,111.00,3.08,6.08,42.00,1972.62,691.32,19.16,110922.94
1972.09,109.40,3.08,6.14,42.10,1972.71,679.74,19.14,109320.25
1972.1,109.60,3.10,6.23,42.30,1972.79,677.76,19.19,109259.48
1972.11,115.10,3.13,6.33,42.40,1972.87,710.09,19.29,114730.91
1972.12,117.50,3.15,6.42,42.50,1972.96,723.19,19.39,117108.67
1973.01,118.40,3.16,6.55,42.60,1973.04,727.02,19.38,117990.23
1973.02,114.20,3.16,6.67,42.90,1973.12,696.33,19.29,113269.79
1973.03,112.40,3.17,6.80,43.30,1973.21,679.02,19.15,110714.17
1973.04,110.30,3.19,6.94,43.60,1973.29,661.75,19.12,108157.87
1973.05,107.20,3.20,7.09,43.90,1973.37,638.76,19.09,104659.70
1973.06,104.80,3.22,7.23,44.20,1973.46,620.22,19.06,101882.32
1973.07,105.80,3.24,7.38,44.30,1973.54,624.72,19.11,102883.92
1973.08,103.80,3.25,7.54,45.10,1973.62,602.04,18.87,99407.51
1973.09,105.60,3.27,7.69,45.20,1973.71,611.12,18.92,101167.99
1973.1,109.80,3.31,7.85,45.60,1973.79,629.86,18.97,104530.66
1973.11,102.00,3.34,8.00,45.90,1973.87,581.29,19.05,96733.82
1973.12,94.78,3.38,8.16,46.20,1973.96,536.64,19.14,89568.29
1974.01,96.11,3.40,8.23,46.60,1974.04,539.49,19.09,90311.00
1974.02,93.45,3.42,8.29,47.20,1974.12,517.90,18.95,86959.65
1974.03,97.44,3.44,8.36,47.80,1974.21,533.23,18.83,89797.79
1974.04,92.46,3.46,8.49,48.00,1974.29,503.87,18.86,85117.95
1974.05,89.67,3.48,8.61,48.60,1974.37,482.63,18.73,81794.04
1974.06,89.79,3.50,8.74,49.00,1974.46,479.33,18.68,81498.78
1974.07,79.31,3.53,8.86,49.40,1974.54,419.96,18.69,71668.46
1974.08,76.03,3.56,8.99,50.00,1974.62,397.76,18.62,68144.90
1974.09,68.12,3.59,9.11,50.60,1974.71,352.15,18.56,60596.23
1974.1,69.44,3.59,9.04,51.10,1974.79,355.46,18.39,61429.80
1974.11,71.74,3.60,8.96,51.50,1974.87,364.38,18.27,63234.65
1974.12,67.07,3.60,8.89,51.90,1974.96,338.04,18.14,58925.07
1975.01,72.56,3.62,8.74,52.10,1975.04,364.30,18.19,63767.91
1975.02,80.10,3.65,8.60,52.50,1975.12,399.10,18.17,70122.99
1975.03,83.78,3.67,8.45,52.70,1975.21,415.85,18.22,73333.00
1975.04,84.72,3.68,8.29,52.90,1975.29,418.92,18.21,74143.07
1975.05,90.10,3.70,8.12,53.20,1975.37,443.01,18.18,78674.83
1975.06,92.40,3.71,7.96,53.60,1975.46,450.93,18.11,80349.01
1975.07,92.49,3.71,7.89,54.20,1975.54,446.38,17.91,79802.80
1975.08,85.71,3.71,7.83,54.30,1975.62,412.89,17.87,74082.91
1975.09,84.67,3.71,7.76,54.60,1975.71,405.64,17.77,73047.64
1975.1,88.57,3.70,7.83,54.90,1975.79,422.01,17.63,76259.31
1975.11,90.07,3.69,7.89,55.30,1975.87,426.05,17.45,77252.71
1975.12,88.70,3.68,7.96,55.50,1975.96,418.06,17.34,76065.59
1976.01,96.86,3.68,8.19,55.60,1976.04,455.69,17.33,83176.64
1976.02,100.60,3.69,8.43,55.80,1976.12,471.59,17.28,86341.53
1976.03,101.10,3.69,8.66,55.90,1976.21,473.09,17.27,86878.89
1976.04,101.90,3.71,8.86,56.10,1976.29,475.13,17.31,87519.14
1976.05,101.20,3.74,9.05,56.50,1976.37,468.53,17.30,86568.14
1976.06,101.80,3.76,9.25,56.80,1976.46,468.82,17.32,86888.06
1976.07,104.20,3.79,9.35,57.10,1976.54,477.35,17.36,88737.39
1976.08,103.30,3.82,9.45,57.40,1976.62,470.75,17.41,87780.84
1976.09,105.50,3.85,9.55,57.60,1976.71,479.11,17.48,89610.73
1976.1,101.90,3.92,9.67,57.90,1976.79,460.36,17.69,86380.26
1976.11,101.20,3.98,9.79,58.00,1976.87,456.41,17.96,85919.87
1976.12,104.70,4.05,9.91,58.20,1976.96,470.57,18.20,88871.49
1977.01,103.80,4.10,9.97,58.50,1977.04,464.14,18.32,87944.01
1977.02,101.00,4.14,10.02,59.10,1977.12,447.03,18.34,84992.54
1977.03,100.60,4.19,10.08,59.50,1977.21,442.27,18.42,84378.67
1977.04,99.05,4.25,10.19,60.00,1977.29,431.82,18.51,82680.64
1977.05,98.76,4.30,10.31,60.30,1977.37,428.42,18.67,82326.28
1977.06,99.29,4.36,10.42,60.70,1977.46,427.88,18.79,82523.54
1977.07,100.20,4.41,10.52,61.00,1977.54,429.68,18.90,83174.01
1977.08,97.75,4.45,10.61,61.20,1977.62,417.80,19.03,81182.19
1977.09,96.23,4.50,10.71,61.40,1977.71,409.96,19.17,79969.92
1977.1,93.74,4.56,10.77,61.60,1977.79,398.06,19.35,77962.27
1977.11,94.28,4.61,10.83,61.90,1977.87,398.41,19.50,78349.55
1977.12,93.82,4.67,10.89,62.10,1977.96,395.19,19.67,78038.54
1978.01,90.25,4.71,10.90,62.50,1978.04,377.72,19.73,74913.22
1978.02,88.98,4.76,10.91,62.90,1978.12,370.04,19.78,73716.29
1978.03,88.82,4.80,10.92,63.40,1978.21,366.46,19.80,73332.19
1978.04,92.71,4.84,11.02,63.90,1978.29,379.52,19.80,76275.11
1978.05,97.41,4.87,11.13,64.50,1978.37,395.05,19.76,79727.44
1978.06,97.66,4.91,11.23,65.20,1978.46,391.81,19.70,79405.19
1978.07,97.19,4.95,11.34,65.70,1978.54,386.96,19.69,78754.27
1978.08,103.90,4.98,11.46,66.00,1978.62,411.79,19.75,84143.75
1978.09,103.90,5.02,11.57,66.50,1978.71,408.69,19.75,83847.33
1978.1,100.60,5.04,11.82,67.10,1978.79,392.18,19.63,80793.98
1978.11,94.71,5.05,12.08,67.40,1978.87,367.57,19.61,76061.73
1978.12,96.11,5.07,12.33,67.70,1978.96,371.35,19.59,77181.84
1979.01,99.71,5.11,12.65,68.30,1979.04,381.88,19.58,79708.61
1979.02,98.23,5.16,12.98,69.10,1979.12,371.85,19.52,77955.92
1979.03,100.10,5.20,13.30,69.80,1979.21,375.13,19.49,78983.73
1979.04,102.10,5.25,13.53,70.60,1979.29,378.29,19.44,79990.03
1979.05,99.73,5.29,13.75,71.50,1979.37,364.86,19.37,77491.00
1979.06,101.70,5.34,13.98,72.30,1979.46,367.95,19.32,78489.27
1979.07,102.70,5.40,14.20,73.10,1979.54,367.50,19.31,78736.90
1979.08,107.40,5.45,14.41,73.80,1979.62,380.67,19.33,81904.34
1979.09,108.60,5.51,14.63,74.60,1979.71,380.80,19.32,82277.74
1979.1,104.50,5.56,14.71,75.20,1979.79,363.50,19.33,78887.83
1979.11,103.70,5.60,14.78,75.90,1979.87,357.39,19.31,77911.16
1979.12,107.80,5.65,14.86,76.70,1979.96,367.64,19.27,80496.84
1980.01,110.90,5.70,15.00,77.80,1980.04,372.87,19.16,81990.50
1980.02,115.30,5.75,15.15,78.90,1980.12,382.26,19.06,84404.39
1980.03,104.70,5.80,15.29,80.10,1980.21,341.92,18.94,75845.03
1980.04,103.00,5.85,15.17,81.00,1980.29,332.63,18.88,74133.53
1980.05,107.70,5.89,15.06,81.80,1980.37,344.40,18.85,77108.23
1980.06,114.60,5.94,14.94,82.70,1980.46,362.48,18.79,81505.95
1980.07,119.80,5.98,14.84,82.70,1980.54,378.93,18.93,85558.92
1980.08,123.50,6.03,14.74,83.30,1980.62,387.82,18.93,87922.18
1980.09,126.50,6.07,14.64,84.00,1980.71,393.93,18.90,89664.57
1980.1,130.20,6.10,14.70,84.80,1980.79,401.62,18.82,91773.45
1980.11,135.70,6.13,14.76,85.50,1980.87,415.16,18.75,95224.23
1980.12,133.50,6.16,14.82,86.30,1980.96,404.65,18.67,93168.89
1981.01,133.00,6.20,14.74,87.00,1981.04,399.89,18.64,92430.80
1981.02,128.40,6.24,14.66,87.90,1981.12,382.10,18.57,88677.97
1981.03,133.20,6.28,14.58,88.50,1981.21,393.70,18.56,91728.34
1981.04,134.40,6.32,14.72,89.10,1981.29,394.57,18.54,92291.51
1981.05,131.70,6.35,14.87,89.80,1981.37,383.63,18.51,90093.20
1981.06,132.30,6.39,15.01,90.60,1981.46,381.98,18.45,90065.56
1981.07,129.10,6.43,15.10,91.60,1981.54,368.67,18.37,87288.62
1981.08,129.60,6.48,15.18,92.30,1981.62,367.29,18.36,87324.28
1981.09,118.30,6.52,15.27,93.20,1981.71,332.03,18.30,79303.18
1981.1,119.80,6.56,15.30,93.40,1981.79,335.52,18.36,80502.24
1981.11,122.90,6.59,15.33,93.70,1981.87,343.10,18.41,82688.97
1981.12,123.80,6.63,15.36,94.00,1981.96,344.51,18.45,83399.21
1982.01,117.30,6.66,15.18,94.30,1982.04,325.38,18.47,79141.72
1982.02,114.50,6.69,14.99,94.60,1982.12,316.61,18.50,77382.54
1982.03,110.80,6.72,14.81,94.50,1982.21,306.70,18.60,75340.07
1982.04,116.30,6.75,14.60,94.90,1982.29,320.57,18.61,79127.43
1982.05,116.40,6.78,14.38,95.80,1982.37,317.83,18.51,78832.26
1982.06,109.70,6.81,14.17,97.00,1982.46,295.83,18.36,73755.14
1982.07,109.40,6.82,13.97,97.50,1982.54,293.51,18.31,73556.58
1982.08,109.70,6.84,13.76,97.70,1982.62,293.71,18.30,73989.57
1982.09,122.40,6.85,13.56,97.90,1982.71,327.04,18.30,82770.94
1982.1,132.70,6.86,13.25,98.20,1982.79,353.48,18.26,89847.21
1982.11,138.10,6.86,12.95,98.00,1982.87,368.61,18.32,94082.25
1982.12,139.40,6.87,12.64,97.60,1982.96,373.61,18.41,95748.72
1983.01,144.30,6.88,12.57,97.80,1983.04,385.95,18.41,99304.85
1983.02,146.80,6.90,12.49,97.90,1983.12,392.24,18.43,101317.23
1983.03,151.90,6.91,12.42,97.90,1983.21,405.86,18.46,105234.53
1983.04,157.70,6.92,12.48,98.60,1983.29,418.37,18.36,108873.74
1983.05,164.10,6.93,12.53,99.20,1983.37,432.71,18.27,113003.26
1983.06,166.40,6.94,12.59,99.50,1983.46,437.46,18.24,114638.66
1983.07,167.00,6.96,12.83,99.90,1983.54,437.28,18.22,114989.33
1983.08,162.40,6.98,13.06,100.20,1983.62,423.96,18.22,111886.48
1983.09,167.20,7.00,13.30,100.70,1983.71,434.32,18.18,115021.40
1983.1,167.70,7.03,13.54,101.00,1983.79,434.33,18.21,115424.51
1983.11,165.20,7.06,13.79,101.20,1983.87,427.01,18.25,113883.23
1983.12,164.40,7.09,14.03,101.30,1983.96,424.52,18.31,113626.76
1984.01,166.40,7.12,14.44,101.90,1984.04,427.15,18.28,114739.57
1984.02,157.30,7.15,14.85,102.40,1984.12,401.82,18.26,108343.98
1984.03,157.40,7.18,15.26,102.60,1984.21,401.29,18.31,108612.84
1984.04,157.60,7.22,15.57,103.10,1984.29,399.85,18.33,108636.80
1984.05,156.60,7.27,15.89,103.40,1984.37,396.16,18.38,108050.49
1984.06,153.10,7.31,16.20,103.70,1984.46,386.19,18.44,105749.07
1984.07,151.10,7.33,16.32,104.10,1984.54,379.68,18.43,104387.08
1984.08,164.40,7.36,16.44,104.50,1984.62,411.52,18.41,113562.53
1984.09,166.10,7.38,16.56,105.00,1984.71,413.79,18.39,114613.27
1984.1,164.80,7.43,16.59,105.30,1984.79,409.39,18.46,113818.28
1984.11,166.30,7.48,16.61,105.30,1984.87,413.11,18.58,115284.75
1984.12,164.50,7.53,16.64,105.30,1984.96,408.64,18.71,114471.94
1985.01,171.60,7.57,16.56,105.50,1985.04,425.47,18.78,119624.64
1985.02,180.90,7.62,16.47,106.00,1985.12,446.41,18.80,125953.33
1985.03,179.40,7.66,16.39,106.40,1985.21,441.05,18.83,124882.13
1985.04,180.60,7.69,16.13,106.90,1985.29,441.92,18.81,125573.26
1985.05,184.90,7.71,15.87,107.30,1985.37,450.76,18.80,128529.10
1985.06,188.90,7.74,15.61,107.60,1985.46,459.22,18.82,131390.61
1985.07,192.50,7.77,15.48,107.80,1985.54,467.11,18.86,134095.93
1985.08,188.30,7.81,15.36,108.00,1985.62,456.07,18.91,131379.64
1985.09,184.10,7.84,15.23,108.30,1985.71,444.66,18.94,128548.00
1985.1,186.20,7.86,15.02,108.70,1985.79,448.08,18.91,129991.56
1985.11,197.50,7.88,14.82,109.00,1985.87,473.96,18.91,137958.11
1985.12,207.30,7.90,14.61,109.30,1985.96,496.12,18.91,144864.77
1986.01,208.20,7.94,14.58,109.60,1986.04,496.91,18.95,145556.58
1986.02,219.40,7.98,14.55,109.30,1986.12,525.07,19.10,154273.91
1986.03,232.30,8.02,14.52,108.80,1986.21,558.50,19.28,164567.48
1986.04,238.00,8.05,14.58,108.60,1986.29,573.26,19.38,169391.93
1986.05,238.50,8.07,14.65,108.90,1986.37,572.88,19.39,169757.69
1986.06,245.30,8.10,14.71,109.50,1986.46,585.99,19.35,174118.85
1986.07,240.20,8.14,14.76,109.50,1986.54,573.80,19.45,170980.46
1986.08,245.00,8.19,14.80,109.70,1986.62,584.20,19.52,174564.01
1986.09,238.30,8.23,14.85,110.20,1986.71,565.65,19.54,169506.29
1986.1,237.40,8.25,14.73,110.30,1986.79,563.00,19.56,169201.40
